Dataset,#Training release,%traning,%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
ZOOKEEPER,2,35.13513513513514,19.871794871794872,10.650887573964498,RANDOMFOREST,NOBALANCING,BESTFIRST,NOSENSITIVE,13.0,22.0,129.0,5.0,0.37142857142857144,0.7222222222222222,0.9025018395879323,0.4071716253085617,
ZOOKEEPER,2,35.13513513513514,19.871794871794872,10.650887573964498,RANDOMFOREST,NOBALANCING,BESTFIRST,THRESHOLD,16.0,48.0,103.0,2.0,0.25,0.8888888888888888,0.7855040470934511,0.268651549247014,
ZOOKEEPER,2,35.13513513513514,19.871794871794872,10.650887573964498,RANDOMFOREST,NOBALANCING,BESTFIRST,LEARNING,16.0,37.0,114.0,2.0,0.3018867924528302,0.8888888888888888,0.8903605592347315,0.3468437221286296,
ZOOKEEPER,2,15.156950672645738,50.0,10.650887573964498,RANDOMFOREST,OVERSAMPLING,BESTFIRST,NOSENSITIVE,14.0,31.0,120.0,4.0,0.3111111111111111,0.7777777777777778,0.8537527593818984,0.3447435471363688,
ZOOKEEPER,2,15.156950672645738,50.0,10.650887573964498,RANDOMFOREST,OVERSAMPLING,BESTFIRST,THRESHOLD,16.0,44.0,107.0,2.0,0.26666666666666666,0.8888888888888888,0.7987490802060339,0.2946833605516241,
ZOOKEEPER,2,15.156950672645738,50.0,10.650887573964498,RANDOMFOREST,OVERSAMPLING,BESTFIRST,LEARNING,14.0,47.0,104.0,4.0,0.22950819672131148,0.7777777777777778,0.8123620309050773,0.227341999103541,
ZOOKEEPER,2,57.67918088737202,50.0,10.650887573964498,RANDOMFOREST,UNDERSAMPLING,BESTFIRST,NOSENSITIVE,17.0,36.0,115.0,1.0,0.32075471698113206,0.9444444444444444,0.8728844738778514,0.3803389158656228,
ZOOKEEPER,2,57.67918088737202,50.0,10.650887573964498,RANDOMFOREST,UNDERSAMPLING,BESTFIRST,THRESHOLD,18.0,72.0,79.0,0.0,0.2,1.0,0.7615894039735099,0.18944844124700247,
ZOOKEEPER,2,57.67918088737202,50.0,10.650887573964498,RANDOMFOREST,UNDERSAMPLING,BESTFIRST,LEARNING,15.0,33.0,118.0,3.0,0.3125,0.8333333333333334,0.8335172921265637,0.35455124124761295,
ZOOKEEPER,2,25.26158445440957,50.0,10.650887573964498,RANDOMFOREST,SMOTE,BESTFIRST,NOSENSITIVE,16.0,26.0,125.0,2.0,0.38095238095238093,0.8888888888888888,0.9150110375275938,0.45155308298562835,
ZOOKEEPER,2,25.26158445440957,50.0,10.650887573964498,RANDOMFOREST,SMOTE,BESTFIRST,THRESHOLD,17.0,47.0,104.0,1.0,0.265625,0.9444444444444444,0.8165930831493745,0.29790548727713334,
ZOOKEEPER,2,25.26158445440957,50.0,10.650887573964498,RANDOMFOREST,SMOTE,BESTFIRST,LEARNING,15.0,44.0,107.0,3.0,0.2542372881355932,0.8333333333333334,0.8112582781456954,0.2705482597116357,
ZOOKEEPER,2,35.13513513513514,19.871794871794872,10.650887573964498,NAIVEBAYES,NOBALANCING,NOSELECTION,NOSENSITIVE,10.0,16.0,135.0,8.0,0.38461538461538464,0.5555555555555556,0.8758278145695364,0.3760000000000003,
ZOOKEEPER,2,35.13513513513514,19.871794871794872,10.650887573964498,NAIVEBAYES,NOBALANCING,NOSELECTION,THRESHOLD,10.0,18.0,133.0,8.0,0.35714285714285715,0.5555555555555556,0.7181751287711553,0.3505764114691101,
ZOOKEEPER,2,35.13513513513514,19.871794871794872,10.650887573964498,NAIVEBAYES,NOBALANCING,NOSELECTION,LEARNING,10.0,18.0,133.0,8.0,0.35714285714285715,0.5555555555555556,0.8758278145695364,0.3505764114691101,
ZOOKEEPER,2,15.156950672645738,50.0,10.650887573964498,NAIVEBAYES,OVERSAMPLING,NOSELECTION,NOSENSITIVE,10.0,18.0,133.0,8.0,0.35714285714285715,0.5555555555555556,0.8719646799116998,0.3505764114691101,
ZOOKEEPER,2,15.156950672645738,50.0,10.650887573964498,NAIVEBAYES,OVERSAMPLING,NOSELECTION,THRESHOLD,10.0,20.0,131.0,8.0,0.3333333333333333,0.5555555555555556,0.7115526122148639,0.3270762229806601,
ZOOKEEPER,2,15.156950672645738,50.0,10.650887573964498,NAIVEBAYES,OVERSAMPLING,NOSELECTION,LEARNING,10.0,16.0,135.0,8.0,0.38461538461538464,0.5555555555555556,0.8677336276674025,0.3760000000000003,
