Dataset,#Training release,%traning,%Defective in training,%Defective in testing,Classifier,Balancing,Feature Selection,Sensitivity,TP,FP,TN,FN,Precision,Recall,AUC,Kappa
BOOKKEEPER,2,53.4804753820034,50.0,20.952380952380953,NAIVEBAYES,OVERSAMPLING,BESTFIRST,NOSENSITIVE,46.0,26.0,223.0,20.0,0.6388888888888888,0.696969696969697,0.8036692223439211,0.5733969263381028,
BOOKKEEPER,2,53.4804753820034,50.0,20.952380952380953,NAIVEBAYES,OVERSAMPLING,BESTFIRST,THRESHOLD,92.0,61.0,437.0,40.0,0.6013071895424836,0.696969696969697,0.786813922356091,0.5427499676626568,
BOOKKEEPER,2,53.4804753820034,50.0,20.952380952380953,NAIVEBAYES,OVERSAMPLING,BESTFIRST,LEARNING,138.0,96.0,651.0,60.0,0.5897435897435898,0.696969696969697,0.7901707841466877,0.5328542094455853,
BOOKKEEPER,2,51.724137931034484,50.0,20.952380952380953,NAIVEBAYES,UNDERSAMPLING,BESTFIRST,NOSENSITIVE,41.0,24.0,225.0,25.0,0.6307692307692307,0.6212121212121212,0.7875745405865888,0.5277650298301972,
BOOKKEEPER,2,51.724137931034484,50.0,20.952380952380953,NAIVEBAYES,UNDERSAMPLING,BESTFIRST,THRESHOLD,88.0,57.0,441.0,44.0,0.6068965517241379,0.6666666666666666,0.7913243884629427,0.5329222638185422,
BOOKKEEPER,2,51.724137931034484,50.0,20.952380952380953,NAIVEBAYES,UNDERSAMPLING,BESTFIRST,LEARNING,135.0,90.0,657.0,63.0,0.6,0.6818181818181818,0.7896468026990116,0.5345501955671448,
BOOKKEEPER,2,38.74538745387454,50.0,20.952380952380953,NAIVEBAYES,SMOTE,BESTFIRST,NOSENSITIVE,34.0,11.0,238.0,32.0,0.7555555555555555,0.5151515151515151,0.8012960934647682,0.5333333333333334,
BOOKKEEPER,2,38.74538745387454,50.0,20.952380952380953,NAIVEBAYES,SMOTE,BESTFIRST,THRESHOLD,70.0,30.0,468.0,62.0,0.7,0.5303030303030303,0.7539171838870634,0.5160320641282564,
BOOKKEEPER,2,38.74538745387454,50.0,20.952380952380953,NAIVEBAYES,SMOTE,BESTFIRST,LEARNING,106.0,49.0,698.0,92.0,0.6838709677419355,0.5353535353535354,0.7625518910659473,0.5104976029095717,
BOOKKEEPER,2,44.303797468354425,37.121212121212125,20.952380952380953,IBK,NOBALANCING,NOSELECTION,NOSENSITIVE,52.0,65.0,184.0,14.0,0.4444444444444444,0.7878787878787878,0.7756480467323841,0.41032203028364256,
BOOKKEEPER,2,44.303797468354425,37.121212121212125,20.952380952380953,IBK,NOBALANCING,NOSELECTION,THRESHOLD,104.0,130.0,368.0,28.0,0.4444444444444444,0.7878787878787878,0.7664749908725812,0.41032203028364256,
BOOKKEEPER,2,44.303797468354425,37.121212121212125,20.952380952380953,IBK,NOBALANCING,NOSELECTION,LEARNING,156.0,195.0,552.0,42.0,0.4444444444444444,0.7878787878787878,0.7664868227117223,0.41032203028364256,
BOOKKEEPER,2,53.4804753820034,50.0,20.952380952380953,IBK,OVERSAMPLING,NOSELECTION,NOSENSITIVE,51.0,66.0,183.0,15.0,0.4358974358974359,0.7727272727272727,0.8054947060971157,0.3953934740882918,
BOOKKEEPER,2,53.4804753820034,50.0,20.952380952380953,IBK,OVERSAMPLING,NOSELECTION,THRESHOLD,102.0,132.0,366.0,30.0,0.4358974358974359,0.7727272727272727,0.7667488134355605,0.3953934740882918,
BOOKKEEPER,2,53.4804753820034,50.0,20.952380952380953,IBK,OVERSAMPLING,NOSELECTION,LEARNING,153.0,198.0,549.0,45.0,0.4358974358974359,0.7727272727272727,0.7714190093708166,0.3953934740882918,
BOOKKEEPER,2,51.724137931034484,50.0,20.952380952380953,IBK,UNDERSAMPLING,NOSELECTION,NOSENSITIVE,54.0,78.0,171.0,12.0,0.4090909090909091,0.8181818181818182,0.7595837897042717,0.36924309171005215,
BOOKKEEPER,2,51.724137931034484,50.0,20.952380952380953,IBK,UNDERSAMPLING,NOSELECTION,THRESHOLD,108.0,156.0,342.0,24.0,0.4090909090909091,0.8181818181818182,0.7542442497261774,0.36924309171005215,
BOOKKEEPER,2,51.724137931034484,50.0,20.952380952380953,IBK,UNDERSAMPLING,NOSELECTION,LEARNING,162.0,234.0,513.0,36.0,0.4090909090909091,0.8181818181818182,0.7544115857368869,0.36924309171005215,
BOOKKEEPER,2,38.74538745387454,50.0,20.952380952380953,IBK,SMOTE,NOSELECTION,NOSENSITIVE,54.0,69.0,180.0,12.0,0.43902439024390244,0.8181818181818182,0.7813070463672873,0.41072542091041375,
BOOKKEEPER,2,38.74538745387454,50.0,20.952380952380953,IBK,SMOTE,NOSELECTION,THRESHOLD,108.0,138.0,360.0,24.0,0.43902439024390244,0.8181818181818182,0.7732292807594012,0.41072542091041375,
BOOKKEEPER,2,38.74538745387454,50.0,20.952380952380953,IBK,SMOTE,NOSELECTION,LEARNING,162.0,207.0,540.0,36.0,0.43902439024390244,0.8181818181818182,0.7732952010060444,0.41072542091041375,
BOOKKEEPER,2,44.303797468354425,37.121212121212125,20.952380952380953,IBK,NOBALANCING,BESTFIRST,NOSENSITIVE,43.0,52.0,197.0,23.0,0.45263157894736844,0.6515151515151515,0.7649081173177559,0.38113948919449886,
BOOKKEEPER,2,44.303797468354425,37.121212121212125,20.952380952380953,IBK,NOBALANCING,BESTFIRST,THRESHOLD,87.0,121.0,377.0,45.0,0.4182692307692308,0.6590909090909091,0.7123113666788365,0.34345336748530975,
BOOKKEEPER,2,44.303797468354425,37.121212121212125,20.952380952380953,IBK,NOBALANCING,BESTFIRST,LEARNING,131.0,190.0,557.0,67.0,0.40809968847352024,0.6616161616161617,0.7189126877881898,0.3315746451660845,
BOOKKEEPER,2,53.4804753820034,50.0,20.952380952380953,IBK,OVERSAMPLING,BESTFIRST,NOSENSITIVE,47.0,70.0,179.0,19.0,0.4017094017094017,0.7121212121212122,0.7561457953024218,0.33567924930688847,
BOOKKEEPER,2,53.4804753820034,50.0,20.952380952380953,IBK,OVERSAMPLING,BESTFIRST,THRESHOLD,95.0,151.0,347.0,37.0,0.3861788617886179,0.7196969696969697,0.7147757697456493,0.3161504884639368,
BOOKKEEPER,2,53.4804753820034,50.0,20.952380952380953,IBK,OVERSAMPLING,BESTFIRST,LEARNING,143.0,232.0,515.0,55.0,0.38133333333333336,0.7222222222222222,0.7226549294822388,0.30985915492957744,
BOOKKEEPER,2,51.724137931034484,50.0,20.952380952380953,IBK,UNDERSAMPLING,BESTFIRST,NOSENSITIVE,53.0,70.0,179.0,13.0,0.43089430894308944,0.803030303030303,0.7707192405987586,0.3961754313032635,
BOOKKEEPER,2,51.724137931034484,50.0,20.952380952380953,IBK,UNDERSAMPLING,BESTFIRST,THRESHOLD,107.0,156.0,342.0,25.0,0.4068441064638783,0.8106060606060606,0.7449799196787149,0.36444503895930175,
BOOKKEEPER,2,51.724137931034484,50.0,20.952380952380953,IBK,UNDERSAMPLING,BESTFIRST,LEARNING,161.0,242.0,505.0,37.0,0.39950372208436724,0.8131313131313131,0.7482319851797763,0.3543517069622904,
BOOKKEEPER,2,38.74538745387454,50.0,20.952380952380953,IBK,SMOTE,BESTFIRST,NOSENSITIVE,43.0,55.0,194.0,23.0,0.4387755102040816,0.6515151515151515,0.766216380674212,0.3655097613882864,
BOOKKEEPER,2,38.74538745387454,50.0,20.952380952380953,IBK,SMOTE,BESTFIRST,THRESHOLD,87.0,124.0,374.0,45.0,0.41232227488151657,0.6590909090909091,0.7126384325179506,0.3361640043395307,
BOOKKEEPER,2,38.74538745387454,50.0,20.952380952380953,IBK,SMOTE,BESTFIRST,LEARNING,131.0,193.0,554.0,67.0,0.404320987654321,0.6616161616161617,0.7169215582870201,0.3268234945997929,
BOOKKEEPER,3,23.630504833512354,29.957805907172997,0.9090909090909091,RANDOMFOREST,NOBALANCING,NOSELECTION,NOSENSITIVE,2.0,32.0,186.0,0.0,0.058823529411764705,1.0,0.981651376146789,0.09558067831449099,
BOOKKEEPER,3,23.630504833512354,29.957805907172997,0.9090909090909091,RANDOMFOREST,NOBALANCING,NOSELECTION,THRESHOLD,4.0,121.0,315.0,0.0,0.032,1.0,0.8423165137614679,0.04519368723098975,
BOOKKEEPER,3,23.630504833512354,29.957805907172997,0.9090909090909091,RANDOMFOREST,NOBALANCING,NOSELECTION,LEARNING,6.0,199.0,455.0,0.0,0.02926829268292683,1.0,0.8797145769622834,0.039912280701754246,
BOOKKEEPER,3,18.803418803418804,50.0,0.9090909090909091,RANDOMFOREST,OVERSAMPLING,NOSELECTION,NOSENSITIVE,2.0,40.0,178.0,0.0,0.047619047619047616,1.0,0.9850917431192661,0.07485281749369241,
BOOKKEEPER,3,18.803418803418804,50.0,0.9090909090909091,RANDOMFOREST,OVERSAMPLING,NOSELECTION,THRESHOLD,4.0,138.0,298.0,0.0,0.028169014084507043,1.0,0.8276949541284404,0.037778904665314354,
BOOKKEEPER,3,18.803418803418804,50.0,0.9090909090909091,RANDOMFOREST,OVERSAMPLING,NOSELECTION,LEARNING,6.0,222.0,432.0,0.0,0.02631578947368421,1.0,0.8793323139653415,0.034171808258187296,
BOOKKEEPER,3,34.05572755417957,50.0,0.9090909090909091,RANDOMFOREST,UNDERSAMPLING,NOSELECTION,NOSENSITIVE,2.0,57.0,161.0,0.0,0.03389830508474576,1.0,0.9724770642201835,0.04884708737864086,
BOOKKEEPER,3,34.05572755417957,50.0,0.9090909090909091,RANDOMFOREST,UNDERSAMPLING,NOSELECTION,THRESHOLD,4.0,190.0,246.0,0.0,0.020618556701030927,1.0,0.8024655963302753,0.02299925205684384,
BOOKKEEPER,3,34.05572755417957,50.0,0.9090909090909091,RANDOMFOREST,UNDERSAMPLING,NOSELECTION,LEARNING,6.0,324.0,330.0,0.0,0.01818181818181818,1.0,0.8403414882772681,0.018181818181818077,
BOOKKEEPER,3,18.092105263157894,50.0,0.9090909090909091,RANDOMFOREST,SMOTE,NOSELECTION,NOSENSITIVE,2.0,32.0,186.0,0.0,0.058823529411764705,1.0,0.9885321100917431,0.09558067831449099,
BOOKKEEPER,3,18.092105263157894,50.0,0.9090909090909091,RANDOMFOREST,SMOTE,NOSELECTION,THRESHOLD,4.0,129.0,307.0,0.0,0.03007518796992481,1.0,0.8302752293577982,0.04147527695217486,
BOOKKEEPER,3,18.092105263157894,50.0,0.9090909090909091,RANDOMFOREST,SMOTE,NOSELECTION,LEARNING,6.0,219.0,435.0,0.0,0.02666666666666667,1.0,0.8654434250764526,0.03485576923076947,
BOOKKEEPER,3,23.630504833512354,29.957805907172997,0.9090909090909091,RANDOMFOREST,NOBALANCING,BESTFIRST,NOSENSITIVE,2.0,20.0,198.0,0.0,0.09090909090909091,1.0,0.9896788990825688,0.15254237288135583,
BOOKKEEPER,3,23.630504833512354,29.957805907172997,0.9090909090909091,RANDOMFOREST,NOBALANCING,BESTFIRST,THRESHOLD,4.0,82.0,354.0,0.0,0.046511627906976744,1.0,0.9085435779816514,0.07277960526315769,
BOOKKEEPER,3,23.630504833512354,29.957805907172997,0.9090909090909091,RANDOMFOREST,NOBALANCING,BESTFIRST,LEARNING,6.0,149.0,505.0,0.0,0.03870967741935484,1.0,0.9359072375127421,0.05804597701149436,
BOOKKEEPER,3,18.803418803418804,50.0,0.9090909090909091,RANDOMFOREST,OVERSAMPLING,BESTFIRST,NOSENSITIVE,2.0,34.0,184.0,0.0,0.05555555555555555,1.0,0.9793577981651376,0.08958130477117823,
BOOKKEEPER,3,18.803418803418804,50.0,0.9090909090909091,RANDOMFOREST,OVERSAMPLING,BESTFIRST,THRESHOLD,4.0,101.0,335.0,0.0,0.0380952380952381,1.0,0.8959288990825688,0.05687606112054341,
BOOKKEEPER,3,18.803418803418804,50.0,0.9090909090909091,RANDOMFOREST,OVERSAMPLING,BESTFIRST,LEARNING,6.0,186.0,468.0,0.0,0.03125,1.0,0.9232925586136596,0.04374649467190103,
BOOKKEEPER,3,34.05572755417957,50.0,0.9090909090909091,RANDOMFOREST,UNDERSAMPLING,BESTFIRST,NOSENSITIVE,2.0,48.0,170.0,0.0,0.04,1.0,0.9770642201834863,0.060498220640569485,
BOOKKEEPER,3,34.05572755417957,50.0,0.9090909090909091,RANDOMFOREST,UNDERSAMPLING,BESTFIRST,THRESHOLD,4.0,137.0,299.0,0.0,0.028368794326241134,1.0,0.8666857798165137,0.038166964513658155,
BOOKKEEPER,3,34.05572755417957,50.0,0.9090909090909091,RANDOMFOREST,UNDERSAMPLING,BESTFIRST,LEARNING,6.0,256.0,398.0,0.0,0.022900763358778626,1.0,0.9002293577981652,0.027489984804530958,
BOOKKEEPER,3,18.092105263157894,50.0,0.9090909090909091,RANDOMFOREST,SMOTE,BESTFIRST,NOSENSITIVE,2.0,23.0,195.0,0.0,0.08,1.0,0.9850917431192661,0.13356164383561697,
BOOKKEEPER,3,18.092105263157894,50.0,0.9090909090909091,RANDOMFOREST,SMOTE,BESTFIRST,THRESHOLD,4.0,87.0,349.0,0.0,0.04395604395604396,1.0,0.9045298165137615,0.06797818465134381,
BOOKKEEPER,3,18.092105263157894,50.0,0.9090909090909091,RANDOMFOREST,SMOTE,BESTFIRST,LEARNING,6.0,163.0,491.0,0.0,0.03550295857988166,1.0,0.9229102956167177,0.05192470389170894,
BOOKKEEPER,3,23.630504833512354,29.957805907172997,0.9090909090909091,NAIVEBAYES,NOBALANCING,NOSELECTION,NOSENSITIVE,1.0,9.0,209.0,1.0,0.1,0.5,0.9690366972477065,0.15384615384615527,
BOOKKEEPER,3,23.630504833512354,29.957805907172997,0.9090909090909091,NAIVEBAYES,NOBALANCING,NOSELECTION,THRESHOLD,2.0,18.0,418.0,2.0,0.1,0.5,0.7909977064220184,0.15384615384615527,
BOOKKEEPER,3,23.630504833512354,29.957805907172997,0.9090909090909091,NAIVEBAYES,NOBALANCING,NOSELECTION,LEARNING,3.0,27.0,627.0,3.0,0.1,0.5,0.8374108053007135,0.15384615384615527,
BOOKKEEPER,3,18.803418803418804,50.0,0.9090909090909091,NAIVEBAYES,OVERSAMPLING,NOSELECTION,NOSENSITIVE,2.0,15.0,203.0,0.0,0.11764705882352941,1.0,0.9529816513761468,0.19747081712062228,
BOOKKEEPER,3,18.803418803418804,50.0,0.9090909090909091,NAIVEBAYES,OVERSAMPLING,NOSELECTION,THRESHOLD,4.0,31.0,405.0,0.0,0.11428571428571428,1.0,0.9590022935779816,0.19194312796208582,
BOOKKEEPER,3,18.803418803418804,50.0,0.9090909090909091,NAIVEBAYES,OVERSAMPLING,NOSELECTION,LEARNING,6.0,47.0,607.0,0.0,0.11320754716981132,1.0,0.9571865443425076,0.19016290726817117,
BOOKKEEPER,3,34.05572755417957,50.0,0.9090909090909091,NAIVEBAYES,UNDERSAMPLING,NOSELECTION,NOSENSITIVE,1.0,6.0,212.0,1.0,0.14285714285714285,0.5,0.9724770642201835,0.2110655737704918,
BOOKKEEPER,3,34.05572755417957,50.0,0.9090909090909091,NAIVEBAYES,UNDERSAMPLING,NOSELECTION,THRESHOLD,2.0,12.0,424.0,2.0,0.14285714285714285,0.5,0.7964449541284404,0.2110655737704918,
BOOKKEEPER,3,34.05572755417957,50.0,0.9090909090909091,NAIVEBAYES,UNDERSAMPLING,NOSELECTION,LEARNING,3.0,18.0,636.0,3.0,0.14285714285714285,0.5,0.8422528032619776,0.2110655737704918,
BOOKKEEPER,3,18.092105263157894,50.0,0.9090909090909091,NAIVEBAYES,SMOTE,NOSELECTION,NOSENSITIVE,2.0,11.0,207.0,0.0,0.15384615384615385,1.0,0.9931192660550459,0.254926108374384,
BOOKKEEPER,3,18.092105263157894,50.0,0.9090909090909091,NAIVEBAYES,SMOTE,NOSELECTION,THRESHOLD,4.0,22.0,414.0,0.0,0.15384615384615385,1.0,0.9839449541284404,0.254926108374384,
BOOKKEEPER,3,18.092105263157894,50.0,0.9090909090909091,NAIVEBAYES,SMOTE,NOSELECTION,LEARNING,6.0,33.0,621.0,0.0,0.15384615384615385,1.0,0.9870030581039755,0.254926108374384,
BOOKKEEPER,3,23.630504833512354,29.957805907172997,0.9090909090909091,NAIVEBAYES,NOBALANCING,BESTFIRST,NOSENSITIVE,2.0,6.0,212.0,0.0,0.25,1.0,0.9896788990825688,0.39114391143911603,
BOOKKEEPER,3,23.630504833512354,29.957805907172997,0.9090909090909091,NAIVEBAYES,NOBALANCING,BESTFIRST,THRESHOLD,4.0,17.0,419.0,0.0,0.19047619047619047,1.0,0.9779243119266054,0.3094534711964545,
BOOKKEEPER,3,23.630504833512354,29.957805907172997,0.9090909090909091,NAIVEBAYES,NOBALANCING,BESTFIRST,LEARNING,6.0,28.0,626.0,0.0,0.17647058823529413,1.0,0.9803771661569827,0.28901200369344376,
BOOKKEEPER,3,18.803418803418804,50.0,0.9090909090909091,NAIVEBAYES,OVERSAMPLING,BESTFIRST,NOSENSITIVE,2.0,18.0,200.0,0.0,0.1,1.0,0.9782110091743119,0.16806722689075682,
BOOKKEEPER,3,18.803418803418804,50.0,0.9090909090909091,NAIVEBAYES,OVERSAMPLING,BESTFIRST,THRESHOLD,4.0,46.0,390.0,0.0,0.08,1.0,0.9458142201834863,0.13356164383561697,
BOOKKEEPER,3,18.803418803418804,50.0,0.9090909090909091,NAIVEBAYES,OVERSAMPLING,BESTFIRST,LEARNING,6.0,74.0,580.0,0.0,0.075,1.0,0.95361875637105,0.12473118279569947,
BOOKKEEPER,3,34.05572755417957,50.0,0.9090909090909091,NAIVEBAYES,UNDERSAMPLING,BESTFIRST,NOSENSITIVE,1.0,3.0,215.0,1.0,0.25,0.5,0.9908256880733946,0.3251533742331299,
BOOKKEEPER,3,34.05572755417957,50.0,0.9090909090909091,NAIVEBAYES,UNDERSAMPLING,BESTFIRST,THRESHOLD,3.0,17.0,419.0,1.0,0.15,0.75,0.9730504587155964,0.23846153846153934,
BOOKKEEPER,3,34.05572755417957,50.0,0.9090909090909091,NAIVEBAYES,UNDERSAMPLING,BESTFIRST,LEARNING,5.0,31.0,623.0,1.0,0.1388888888888889,0.8333333333333334,0.9742609582059123,0.22603342128408174,
BOOKKEEPER,3,18.092105263157894,50.0,0.9090909090909091,NAIVEBAYES,SMOTE,BESTFIRST,NOSENSITIVE,1.0,2.0,216.0,1.0,0.3333333333333333,0.5,0.9931192660550459,0.3933823529411765,
BOOKKEEPER,3,18.092105263157894,50.0,0.9090909090909091,NAIVEBAYES,SMOTE,BESTFIRST,THRESHOLD,3.0,6.0,430.0,1.0,0.3333333333333333,0.75,0.9919724770642202,0.454674220963175,
BOOKKEEPER,3,18.092105263157894,50.0,0.9090909090909091,NAIVEBAYES,SMOTE,BESTFIRST,LEARNING,5.0,10.0,644.0,1.0,0.3333333333333333,0.8333333333333334,0.9915902140672783,0.46929824561403427,
BOOKKEEPER,3,23.630504833512354,29.957805907172997,0.9090909090909091,IBK,NOBALANCING,NOSELECTION,NOSENSITIVE,1.0,14.0,204.0,1.0,0.06666666666666667,0.5,0.7477064220183486,0.10326086956521714,
BOOKKEEPER,3,23.630504833512354,29.957805907172997,0.9090909090909091,IBK,NOBALANCING,NOSELECTION,THRESHOLD,2.0,28.0,408.0,2.0,0.06666666666666667,0.5,0.7253440366972477,0.10326086956521714,
BOOKKEEPER,3,23.630504833512354,29.957805907172997,0.9090909090909091,IBK,NOBALANCING,NOSELECTION,LEARNING,3.0,42.0,612.0,3.0,0.06666666666666667,0.5,0.7252803261977574,0.10326086956521714,
BOOKKEEPER,3,18.803418803418804,50.0,0.9090909090909091,IBK,OVERSAMPLING,NOSELECTION,NOSENSITIVE,1.0,21.0,197.0,1.0,0.045454545454545456,0.5,0.6215596330275229,0.06779661016949194,
BOOKKEEPER,3,18.803418803418804,50.0,0.9090909090909091,IBK,OVERSAMPLING,NOSELECTION,THRESHOLD,2.0,42.0,394.0,2.0,0.045454545454545456,0.5,0.6817660550458715,0.06779661016949194,
BOOKKEEPER,3,18.803418803418804,50.0,0.9090909090909091,IBK,OVERSAMPLING,NOSELECTION,LEARNING,3.0,63.0,591.0,3.0,0.045454545454545456,0.5,0.6837410805300713,0.06779661016949194,
BOOKKEEPER,3,34.05572755417957,50.0,0.9090909090909091,IBK,UNDERSAMPLING,NOSELECTION,NOSENSITIVE,1.0,29.0,189.0,1.0,0.03333333333333333,0.5,0.7006880733944955,0.04624277456647414,
BOOKKEEPER,3,34.05572755417957,50.0,0.9090909090909091,IBK,UNDERSAMPLING,NOSELECTION,THRESHOLD,2.0,58.0,378.0,2.0,0.03333333333333333,0.5,0.6877866972477065,0.04624277456647414,
BOOKKEEPER,3,34.05572755417957,50.0,0.9090909090909091,IBK,UNDERSAMPLING,NOSELECTION,LEARNING,3.0,87.0,567.0,3.0,0.03333333333333333,0.5,0.6873088685015291,0.04624277456647414,
BOOKKEEPER,3,18.092105263157894,50.0,0.9090909090909091,IBK,SMOTE,NOSELECTION,NOSENSITIVE,1.0,15.0,203.0,1.0,0.0625,0.5,0.7454128440366973,0.09650924024640666,
BOOKKEEPER,3,18.092105263157894,50.0,0.9090909090909091,IBK,SMOTE,NOSELECTION,THRESHOLD,2.0,30.0,406.0,2.0,0.0625,0.5,0.7230504587155964,0.09650924024640666,
BOOKKEEPER,3,18.092105263157894,50.0,0.9090909090909091,IBK,SMOTE,NOSELECTION,LEARNING,3.0,45.0,609.0,3.0,0.0625,0.5,0.7222222222222222,0.09650924024640666,
BOOKKEEPER,3,23.630504833512354,29.957805907172997,0.9090909090909091,IBK,NOBALANCING,BESTFIRST,NOSENSITIVE,2.0,27.0,191.0,0.0,0.06896551724137931,1.0,0.9610091743119266,0.1139618138424825,
BOOKKEEPER,3,23.630504833512354,29.957805907172997,0.9090909090909091,IBK,NOBALANCING,BESTFIRST,THRESHOLD,4.0,63.0,373.0,0.0,0.05970149253731343,1.0,0.9283256880733946,0.09718603439291297,
BOOKKEEPER,3,23.630504833512354,29.957805907172997,0.9090909090909091,IBK,NOBALANCING,BESTFIRST,LEARNING,6.0,99.0,555.0,0.0,0.05714285714285714,1.0,0.9367991845056065,0.09249999999999989,
BOOKKEEPER,3,18.803418803418804,50.0,0.9090909090909091,IBK,OVERSAMPLING,BESTFIRST,NOSENSITIVE,2.0,41.0,177.0,0.0,0.046511627906976744,1.0,0.9598623853211009,0.07277960526315769,
BOOKKEEPER,3,18.803418803418804,50.0,0.9090909090909091,IBK,OVERSAMPLING,BESTFIRST,THRESHOLD,4.0,85.0,351.0,0.0,0.0449438202247191,1.0,0.9142775229357798,0.06983684838838014,
BOOKKEEPER,3,18.803418803418804,50.0,0.9090909090909091,IBK,OVERSAMPLING,BESTFIRST,LEARNING,6.0,129.0,525.0,0.0,0.044444444444444446,1.0,0.9258409785932722,0.06889763779527563,
BOOKKEEPER,3,34.05572755417957,50.0,0.9090909090909091,IBK,UNDERSAMPLING,BESTFIRST,NOSENSITIVE,2.0,55.0,163.0,0.0,0.03508771929824561,1.0,0.9013761467889908,0.051129234629861874,
BOOKKEEPER,3,34.05572755417957,50.0,0.9090909090909091,IBK,UNDERSAMPLING,BESTFIRST,THRESHOLD,4.0,114.0,322.0,0.0,0.03389830508474576,1.0,0.8738532110091743,0.04884708737864086,
BOOKKEEPER,3,34.05572755417957,50.0,0.9090909090909091,IBK,UNDERSAMPLING,BESTFIRST,LEARNING,6.0,173.0,481.0,0.0,0.0335195530726257,1.0,0.8809887869520897,0.04811924769907964,
BOOKKEEPER,3,18.092105263157894,50.0,0.9090909090909091,IBK,SMOTE,BESTFIRST,NOSENSITIVE,2.0,27.0,191.0,0.0,0.06896551724137931,1.0,0.9587155963302753,0.1139618138424825,
BOOKKEEPER,3,18.092105263157894,50.0,0.9090909090909091,IBK,SMOTE,BESTFIRST,THRESHOLD,4.0,63.0,373.0,0.0,0.05970149253731343,1.0,0.9277522935779816,0.09718603439291297,
BOOKKEEPER,3,18.092105263157894,50.0,0.9090909090909091,IBK,SMOTE,BESTFIRST,LEARNING,6.0,99.0,555.0,0.0,0.05714285714285714,1.0,0.9357798165137615,0.09249999999999989,
BOOKKEEPER,4,25.280898876404496,23.09344790547798,12.380952380952381,RANDOMFOREST,NOBALANCING,NOSELECTION,NOSENSITIVE,7.0,1.0,275.0,32.0,0.875,0.1794871794871795,0.9065403195837979,0.2669769409773642,
BOOKKEEPER,4,25.280898876404496,23.09344790547798,12.380952380952381,RANDOMFOREST,NOBALANCING,NOSELECTION,THRESHOLD,40.0,33.0,519.0,38.0,0.547945205479452,0.5128205128205128,0.882803790412486,0.4658594253779462,
BOOKKEEPER,4,25.280898876404496,23.09344790547798,12.380952380952381,RANDOMFOREST,NOBALANCING,NOSELECTION,LEARNING,52.0,39.0,789.0,65.0,0.5714285714285714,0.4444444444444444,0.8854153763574053,0.4392523364485979,
BOOKKEEPER,4,12.686266612968183,50.0,12.380952380952381,RANDOMFOREST,OVERSAMPLING,NOSELECTION,NOSENSITIVE,7.0,2.0,274.0,32.0,0.7777777777777778,0.1794871794871795,0.8836399108138239,0.2571785268414484,
BOOKKEEPER,4,12.686266612968183,50.0,12.380952380952381,RANDOMFOREST,OVERSAMPLING,NOSELECTION,THRESHOLD,39.0,36.0,516.0,39.0,0.52,0.5,0.8627136752136753,0.4420828905419764,
BOOKKEEPER,4,12.686266612968183,50.0,12.380952380952381,RANDOMFOREST,OVERSAMPLING,NOSELECTION,LEARNING,47.0,39.0,789.0,70.0,0.5465116279069767,0.4017094017094017,0.868476196374747,0.40012579275643406,
BOOKKEEPER,4,42.281879194630875,50.0,12.380952380952381,RANDOMFOREST,UNDERSAMPLING,NOSELECTION,NOSENSITIVE,24.0,18.0,258.0,15.0,0.5714285714285714,0.6153846153846154,0.9020810107766629,0.5325779036827198,
BOOKKEEPER,4,42.281879194630875,50.0,12.380952380952381,RANDOMFOREST,UNDERSAMPLING,NOSELECTION,THRESHOLD,61.0,129.0,423.0,17.0,0.32105263157894737,0.782051282051282,0.8051374953548867,0.3392241379310347,
BOOKKEEPER,4,42.281879194630875,50.0,12.380952380952381,RANDOMFOREST,UNDERSAMPLING,NOSELECTION,LEARNING,92.0,167.0,661.0,25.0,0.3552123552123552,0.7863247863247863,0.8218650646186878,0.38435228730226584,
BOOKKEEPER,4,18.04123711340206,49.96505939902166,12.380952380952381,RANDOMFOREST,SMOTE,NOSELECTION,NOSENSITIVE,7.0,0.0,276.0,32.0,1.0,0.1794871794871795,0.8785767372723895,0.2771084337349398,
BOOKKEEPER,4,18.04123711340206,49.96505939902166,12.380952380952381,RANDOMFOREST,SMOTE,NOSELECTION,THRESHOLD,37.0,31.0,521.0,41.0,0.5441176470588235,0.47435897435897434,0.8477099591230026,0.4425600943813594,
BOOKKEEPER,4,18.04123711340206,49.96505939902166,12.380952380952381,RANDOMFOREST,SMOTE,NOSELECTION,LEARNING,54.0,39.0,789.0,63.0,0.5806451612903226,0.46153846153846156,0.8513718568066394,0.4544621026894868,
BOOKKEEPER,4,25.280898876404496,23.09344790547798,12.380952380952381,RANDOMFOREST,NOBALANCING,BESTFIRST,NOSENSITIVE,7.0,1.0,275.0,32.0,0.875,0.1794871794871795,0.6721479004087699,0.2669769409773642,
BOOKKEEPER,4,25.280898876404496,23.09344790547798,12.380952380952381,RANDOMFOREST,NOBALANCING,BESTFIRST,THRESHOLD,14.0,4.0,548.0,64.0,0.7777777777777778,0.1794871794871795,0.6275431995540691,0.2571785268414484,
BOOKKEEPER,4,25.280898876404496,23.09344790547798,12.380952380952381,RANDOMFOREST,NOBALANCING,BESTFIRST,LEARNING,21.0,8.0,820.0,96.0,0.7241379310344828,0.1794871794871795,0.6684008423138857,0.2508232711306256,
